,start_text,start_index,end_text,end_index,text,timestamp,start,end
29,Doamna Diana Iovanovici-Șoșoacă:,32621,Domnul Virgil Guran:,35995, multumesc frumos avand in vedere ca sarbatorim pe data de douazeci si patru ziua iei si pe data de douazeci si sase iunie ziua tricolorului as dori sa punctez cateva aspecte nu intamplator ziua universala a iei a fost stabilita in aceasta zi douazeci si patru iunie cu multiple semnificatii pentru cultura si spiritualitatea romaneasca si universala este nasterea sfantului ioan botezatorul numita in cartile religioase luceafarul pentru felul in care pregateste nasterea soarelui a lui iisus hristos peste sarbatoarea crestina se suprapune in calendarul popular dragaica sau sanzienele o sarbatoare prin excelenta solara dedicata anotimpului cald avand in vedere ca pe douazeci si unu iunie este marcat solstitiul de vara sanziana sau dragaica insotita de alaiul sau format din zane fecioare de o frumusete aparte umbla prin vazduh si pe pamant cantand si dansand sanziana face parte din categoria zanelor bune care binecuvanteaza recoltele motiv pentru care mai este numita si regina holdelor nu se cunoaste cu precizie momentul aparitiei acestui articol de imbracaminte insa cercetarile atesta faptul ca ia ar putea data inca din perioada culturii cucuteni cea mai veche civilizatie a europei care a existat in perioada cinci mii doua sute trei mii doua sute inaintea erei noastre localizata in moldova in nord estul munteniei sud estul transilvaniei si basarabia membrii acestei civilizatii erau renumiti in activitati mestesugaresti casnice precum tesutul si olaritul potrivit cercetarilor realizate de istorici insemnele culturii cucuteni amintesc de ia traditionala romaneasca concluziile acestora au atribuit purtarea acesteia haine pentru prima data de catre cucuteni la doua zile de la sarbatoarea internationala a iei romanii sarbatoresc ziua drapelului la data de douazeci si sase iunie simbol al natiunii romane ca si faimoasa ie tricolorul nu a fost un adevarat simbol national pana prin secolul xix cand miscarea pasoptista l a folosit in toate regiunile tarii intr o zona sau alta considerandu l un simbol al celor trei regiuni se pare insa ca mihai viteazul ar fi folosit imbinarea celor trei culori in campaniile sale militare desi nu in mod generalizat primul care a folosit drapelul tricolor ca simbol al romanilor in adevaratul sens al cuvantului ramane insa tudor vladimirescu in timpul revolutiei din o mie opt sute douazeci si unu este meritul domnitorului alexandru d ghica de a l institutionaliza si formaliza mai tarziu cerand in o mie opt sute treizeci si patru acordul imperiului otoman pentru a folosi un steag rosu albastru galben si o sa inchei cu prilejul aniversarii a cincisprezece ani de la luptele din dealul spirii la unu septembrie o mie opt sute saizeci si trei s au acordat in prezenta domnitorului alexandru ioan cuza unui numar de zece unitati militare noi drapele tricolore cu aceasta ocazie pe platoul de la cotroceni domnitorul a rostit un impresionant discurs in care spunea steagul este romania acest pamant binecuvantat al patriei stropit cu sangele strabunilor nostri si imbelsugat cu sudoarea muncitorului el este familia ogorul fiecaruia casa in care s au nascut parintii unde se vor naste copiii nostri steagul este totodata trecutul prezentul si viitorul tarii intreaga istorie a romaniei va multumesc senator partidul s o s romania diana iovanovici sosoaca va multumesc frumos domnule presedinte ,"(2051.52, 2262.52)",2051.52,2262.52
30,Domnul Virgil Guran:,35995,Doamna Alina-Ștefania Gorghiu:,36739, multumesc si eu revin la interpelari si va informez ca a depus in scris o interpelare si doamna senator doua interpelari de fapt doamna senator iovanovici sosoaca diana de asemenea dau citire listei senatorilor care au depus declaratii politice in scris doamnele si domnii senatori stan ioan bodog florian dorel sbirnea liliana genoiu mihail prioteasa ion popa maricel azamfirei leonard mutu gabriel stanescu paul purcarin bianca mihaela mirea siminica toanchina marius gheorghe bumb sorin ioan bordei cristian bodea marius ivan dan lavric sorin cosma dorinel hangan andrei si neagu ionut declar inchisa sesiunea consacrata declaratiilor politice de astazi va multumesc ,"(2262.52, 2336.52)",2262.52,2336.52
31,Doamna Alina-Ștefania Gorghiu:,36739,Domnul Ionuț Neagu:,36914, doamnelor si domnilor senatori dati mi voie sa declar deschisa sedinta plenului senatului de astazi douazeci si doi iunie doua mii douazeci si doi pe procedura va rog ,"(1227.52, 1227.52)",1227.52,1227.52
32,Domnul Ionuț Neagu:,36914,Doamna Alina-Ștefania Gorghiu:,37408, doamna presedinta multumesc pentru acordarea cuvantului pe procedura vreau sa staff ul si secretarii sa constate daca s a incheiat sedinta de la camera deputatilor dumneavoastra din cate stiu ati prezidat sedinta de dincolo de la camera deputatilor daca nu s a incheiat va rog sa ne explicati cum puteti sa indepliniti ambele functii si la camera deputatilor sa fiti presedinta si aici in momentul in care nu s a incheiat sedinta multumesc ,"(269.52, 2262.52)",269.52,2262.52
33,Doamna Alina-Ștefania Gorghiu:,37408,Domnul Ion-Dragoș Popescu:,38864, multumesc frumos sedinta este condusa de mine in calitate de vicepresedinte al senatului asistata de domnul senator sorin lavric si de domnul senator ion mocioalca ca secretari ai senatului ordinea de zi pentru sedinta plenului de astazi si programul de lucru stabilite de biroul permanent al senatului si comitetul liderilor grupurilor parlamentare au fost distribuite si afisate pe pagina de internet a senatului doamnelor si domnilor senatori potrivit dispozitiilor art o mie trei sute saizeci si unu coroborat cu prevederile art o suta treizeci si sase din regulamentul senatului conform hotararii biroului permanent al senatului adoptata cu acordul prealabil al comitetului liderilor grupurilor parlamentare sedinta plenului senatului se desfasoara prin mijloace electronice in conformitate cu procedura prevazuta la art o suta unsprezece din regulamentul senatului in cadrul dezbaterilor generale poate lua cuvantul cate un singur reprezentant al fiecarui grup parlamentar pentru maximum doua minute iar reprezentantul senatorilor neafiliati pentru un minut maximum pentru operativitate in prima parte a sedintei de plen se vor desfasura dezbaterile asupra punctelor inscrise pe ordinea de zi iar dupa incheierea acestora in a doua parte a sedintei se va desfasura sesiunea de vot final conform hotararii comitetului liderilor grupurilor parlamentare pe procedura il rog pe domnul senator dragos popescu sa ia cuvantul ,"(1226.52, 1227.52)",1226.52,1227.52
34,Domnul Ion-Dragoș Popescu:,38864,Doamna Alina-Ștefania Gorghiu:,39113, multumesc doamna presedinta stimati colegi incepand de astazi mi am dat demisia din usr si nu voi mai face parte din grupul usr si voi activa ca parlamentar neafiliat ca senator neafiliat multumesc ,"(269.52, 2262.52)",269.52,2262.52
35,Doamna Alina-Ștefania Gorghiu:,39113,Domnul Mihai Pașca – secretar de stat la Ministerul Justiției:,41133, multumesc domnule senator la punctul unu al ordini de zi este inscris proiectul de lege pentru modificarea si completarea ordonantei de urgenta a guvernului nr treizeci si doi doua mii doisprezece privind organismele de plasament colectiv in valori mobiliare si societatile de administrare a investitiilor precum si pentru modificarea si completarea legii nr doua sute nouazeci si sapte doua mii patru privind piata de capital raportul comisiei juridice de numiri disciplina imunitati si validari este de admitere a proiectului de lege proiectul de lege face parte din categoria legilor organice si se adopta cu votul majoritatii senatorilor senatul este prima camera sesizata incepem dezbaterile daca din partea grupurilor parlamentare exista inscrieri la cuvant nu exista am incheiat dezbaterile generale dat fiind faptul ca domnul ministru secretar de stat a fost anuntat inainte ca onor comitetul liderilor sa propuna procedura simplificata dar fiind prezent il invit sa ia cuvantul pe acest proiect de lege va rog domnule secretar de stat ,"(269.52, 2262.52)",269.52,2262.52
36,Domnul Mihai Pașca – secretar de stat la Ministerul Justiției:,41133,Doamna Alina-Ștefania Gorghiu:,43032, va multumesc doamna presedinte de sedinta voi fi scurt venit in contextul strategiei nationale pentru recuperarea creantelor provenite din infractiuni pentru perioada doua mii douazeci si unu doua mii douazeci si cinci si al planului de actiune pentru implementarea acesteia ambele initiate de ministerul justitiei si adoptate de guvernul romaniei proiectul de lege pentru care va solicitam azi votul de adoptare vine sa ofere agentiei nationale pentru administrarea bunurilor indisponibilizate un cadru si instrumente cu ajutorul carora sa si atinga mai bine obiectivele de recuperare a creantelor nascute in urma unor solutii de condamnare vorbim aici de prejudicii produse prin infractiuni dar si despre beneficiile supuse confiscarii pentru ca actul de justitie poate fi complet doar odata cu recuperarea acestora si cu executarea sub toate aspectele a hotararilor de condamnare in prezent ministerul justitiei prin anabi gestioneaza un portofoliu de peste un miliard de lei iar in urma votului dumneavoastra de adoptare si intrarii in vigoare a acestui act normativ anticipam o crestere cu peste cincizeci a performantei agentiei dar si a activele administrate de anabi vorbim aici de o tinta asumata prin pnrr in cadrul caruia adoptarea acestui proiect reprezinta un jalon vor fi extinse posibilitatile legale ale anabi de a identifica active in strainatate vor fi extinse cazurile de administrare a bunurilor de catre anabi dar si mandatul acesteia cu privire la cauzele speciale de valorificare a unor astfel de bunuri reglementam un cadru legal si este important acest lucru care sa permita prioritizarea de resurse pentru prevenirea criminalitatii si pentru protectia victimelor infractiunilor alocand resurse adecvate personalului agentiei va multumim si va solicitam un vot de adoptare ,"(267.52, 269.52)",267.52,269.52
37,Doamna Alina-Ștefania Gorghiu:,43032,Domnul Radu-Mihai Mihail:,43248, multumesc domnului secretar de stat daca din partea grupurilor parlamentare exista inscrieri la dezbaterile generale nu sunt da domnul lider usr va rog domnul radu mihail ,"(1226.52, 1226.52)",1226.52,1226.52
38,Domnul Radu-Mihai Mihail:,43248,Doamna Alina-Ștefania Gorghiu:,43801, multumesc doamna presedinta propunerea este una bine venita pentru ca romanii asteapta de mult ca banii furati sa se intoarca de unde au fost furati problema este momentul aceste imbunatatiri trebuiau sa fie facute acum multi ani si nu au fost facute pentru ca s a mai dat ragaz hotilor sa si gestioneze linistiti banii e bine ca apare grupul usr o va vota dar repetam in ritmul asta cu legi care apar dupa ani de zile dupa momentul cand ar fi trebuit sa intre in vigoare romania nu va progresa multumesc ,"(269.52, 2262.52)",269.52,2262.52
39,Doamna Alina-Ștefania Gorghiu:,43801,Domnul Claudiu-Marinel Mureșan:,44657, multumesc daca mai exista alte interventii la dezbateri generale nemaiexistand inchidem dezbaterile generale asupra acestui punct initiativa legislativa ramane la vot final la punctul trei este inscris proiectul de lege privind gestionarea si utilizarea fondurilor interreg si a contributiei publice nationale pentru obiectivul cooperare teritoriala europeana in perioada doua mii douazeci si unu doua mii douazeci si sapte raportul comun al comisiei de buget finante activitate bancara si piata de capital si comisiei pentru afaceri europene e de admitere a acestui proiect proiectul de lege face parte din categoria legilor ordinare si se adopta cu votul majoritatii senatorilor prezenti senatul e prima camera sesizata o sa l rog pe domnul senator muresan sa prezinte raportul comisiilor ,"(269.52, 2262.52)",269.52,2262.52
40,Domnul Claudiu-Marinel Mureșan:,44657,Doamna Alina-Ștefania Gorghiu:,45490, va multumesc doamna presedinte proiectul de lege are ca obiect de reglementare crearea cadrului legal de alocare a fondurilor interreg si a contributiei publice nationale in bugetul institutiilor implicate in gestionarea si utilizarea acestora pentru obiectivul cooperare teritoriala europeana precum si stabilirea circuitelor financiare ale programelor interreg pe care romania le gestioneaza in calitate de autoritate de management autoritate nationala comisia pentru buget finante activitate bancara si piata de capital si comisia pentru afaceri europene au supus supun plenului senatului spre dezbatere si adoptare un raport comun de admitere si proiectul de lege proiectul de lege face parte din categoria legilor ordinare senatul este prima camera sesizata multumesc ,"(267.52, 269.52)",267.52,269.52
41,Doamna Alina-Ștefania Gorghiu:,45490,Domnul Claudiu-Marinel Mureșan:,46453, multumesc tare mult daca din partea grupurilor parlamentare exista inscrieri la cuvant la dezbateri generale nu exista proiectul va ramane la vot final punctul patru proiectul de lege privind stabilirea unor masuri de punere in aplicare a regulamentului raportul comisiei buget finante activitate bancara si piata de capital este de admitere a proiectului de lege proiectul de lege face parte din categoria legilor organice si se adopta cu votul majoritati senatorilor senatul este prima camera sesizata de asemenea il invit la microfon pe domnul senator muresan pentru prezentarea raportului la aceasta initiativa legislativa ,"(269.52, 2262.52)",269.52,2262.52
42,Domnul Claudiu-Marinel Mureșan:,46453,Doamna Alina-Ștefania Gorghiu:,47197, multumesc din nou doamna presedinte proiectul de lege are ca obiect de reglementare stabilirea unor masuri la nivel national pentru punerea in aplicare a prevederilor regulamentului uniunii europene doua mii douazeci o mie cinci sute trei al parlamentului european si al consiliului din sapte octombrie doua mii douazeci privind furnizorii europeni de servicii de finantare participativa pentru afaceri si de modificare a regulamentului ue nr doua mii saptesprezece o mie o suta douazeci si noua si a directivei ue doua mii nouasprezece o mie noua sute treizeci si sapte comisia pentru buget finante activitate bancara si piata de capital supune spre dezbatere si adoptare plenului senatului raportul de admitere si proiectul de lege proiectul de lege face parte din categoria legilor organice senatul este prima camera sesizata ,"(267.52, 269.52)",267.52,269.52
43,Doamna Alina-Ștefania Gorghiu:,47197,Domnul Claudiu-Marinel Mureșan:,47337, multumesc incepem dezbaterile generale la dezbateri generale domnule senator muresan aveti cuvantul ,"(1226.52, 1226.52)",1226.52,1226.52
44,Domnul Claudiu-Marinel Mureșan:,47337,Doamna Alina-Ștefania Gorghiu:,49067, multumesc frumos doamna presedinte doamnelor si domnilor senatori finantarea participativa reprezinta un tip de activitate in cadrul careia un furnizor de servicii de finantare administreaza o platforma digitala aceasta platforma digitala este deschisa publicului scopul ei fiind de a pune in legatura potentialii investitori cu mediul de afaceri care cauta finantare finantarea participativa a devenit un canal foarte popular de finantare alternativa pentru start up uri in special in statele unite ale americii si in marea britanie din acest motiv parlamentul european a promovat si adoptat acum un an si jumatate un regulament unic la nivel de uniune care sa sustina ecosistemul de start up uri europene si care a intrat in vigoare in noiembrie anul trecut tehnic vorbind romania este in infringement acum fata de acest regulament desi in romania a aparut deja un numar important de platforme in baza carora unii deja lucreaza suntem printre cei mai activi din europa de est si asta este foarte bine doar ca neavand inca aprobare in legislatia nationala specifica ne aflam intr un vid legislativ platformele din romania nu au cum si unde sa se autorizeze singura modalitate este ca ownerii de platforme sa isi depuna dosarul in alta tara membra a uniunii europene care a transpus deja acest regulament in legislatia nationala prezentul proiect asta face practic stabileste supraveghetorul domeniului si pe cel care acorda licente respectiv asf odata obtinuta autorizatia din oricare tara membra ue primesti implicit si un pasaport european in domeniu salutam aceasta initiativa vom vota desigur pentru va multumesc ,"(267.52, 1227.52)",267.52,1227.52
45,Doamna Alina-Ștefania Gorghiu:,49067,Domnul George Scarlat:,49925, multumesc frumos daca din partea celorlalte grupuri parlamentare mai exista inscrieri la cuvant nu exista proiectul va ramane la vot final punctul cinci propunerea legislativa pentru modificarea si completarea legii nr patruzeci si cinci doua mii noua privind organizarea si functionarea academiei de stiinte agricole si silvice gheorghe ionescu sisesti si a sistemului de cercetare dezvoltare din domeniile agriculturii silviculturii si industriei alimentare raportul comisiei pentru agricultura industrie alimentara si dezvoltare rurala este de admitere cu amendamente admise a propuneri legislative propunerea face parte din categoria legilor organice se adopta cu votul majoritatii senatorilor senatul este prima camera sesizata il invit la cuvant pe domnul presedinte al comisiei george scarlat ,"(267.52, 269.52)",267.52,269.52
46,Domnul George Scarlat:,49925,Doamna Alina-Ștefania Gorghiu:,51160, multumesc frumos doamna presedinta propunerea legislativa are ca obiect de reglementare transmiterea unei suprafete de teren de doi doua mii saptezeci si trei hectare aflate in domeniul public al statului din administrarea statiunii de cercetare dezvoltare agricola turda in administrarea consiliului local al municipiului turda in cadrul dezbaterilor a fost formulat un amendament care supus votului a fost adoptat si se regaseste in anexa ce face parte integranta din prezentul raport in sedinta din data de paisprezece sase membrii comisiei au hotarat cu majoritate de voturi sa adopte un raport de admitere cu un amendament admis comisia supune dezbaterii si adoptarii plenului senatului raportul de admitere cu un amendament admis si propunerea legislativa pentru modificarea legii nr patruzeci si cinci privind organizarea si functionarea academiei de stiinte agricole si silvice gheorghe ionescu sisesti si a sistemului de cercetare dezvoltare in domeniul agriculturii silviculturii si industriei alimentare asa cum ati prezentat si dumneavoastra doamna presedinte pe scurt raportul legea face parte din categoria legilor organice senatul este prima camera sesizata va multumesc ,"(267.52, 269.52)",267.52,269.52
47,Doamna Alina-Ștefania Gorghiu:,51160,Domnul Andrei Postică:,51286, multumesc frumos din partea grupurilor parlamentare va invit domnule senator la cuvant ,"(1226.52, 1226.52)",1226.52,1226.52
48,Domnul Andrei Postică:,51286,Doamna Alina-Ștefania Gorghiu:,53400, multumesc doamna presedinta in anul o mie noua sute nouazeci cercetarea agricola dispunea de doua sute cincizeci zero de hectare teren agricol iar in prezent nu mai dispune decat de douazeci si cinci zero de hectare ce ne spun aceste cifre simplu cercetarea agricola a disparut sub presiunea avarilor investitori politici patrimoniul cercetarii agriculturii romanesti a ajuns la zece din ce era acum treizeci de ani restul a disparut ce avem noi astazi aici patru parlamentari pnl vor transmiterea unei suprafete de teren de doi doi hectare de pe raza municipiului turda judetul cluj aflata in domeniul public al statului si in administrarea statiunii de cercetare dezvoltare agricola turda in domeniul public al municipiului turda si in administrarea consiliului local condus bineinteles de un primar pnl conform art opt sute saizeci si sase din legea nr doua sute optzeci si sase doua mii noua privind codul civil drepturile reale corespunzatoare proprietatii publice sunt dreptul de administrare dreptul de concesiune dreptul de folosinta cu titlu gratuit iar conform art opt sute saizeci si sapte alin avem prevazuta modalitatea de constituire a dreptului de administrare asupra bunurilor proprietate publica respectiv prin hotarare de guvern sau hotarare de consiliu judetean dupa caz consiliu local potrivit art doua sute nouazeci si noua din codul administrativ darea in administrare a bunurilor proprietate publica se realizeaza numai prin hotarare de guvern conform ccr prin decizia nr unu doua mii paisprezece administrarea bunurilor proprietate publica privata a statului apartine in mod exclusiv guvernului deci propunerea legislativa excedeaza competenta de legiferare a parlamentului propunerea legislativa prin obiectul sau dispune intr un domeniu care tine exclusiv de competenta guvernului nu a parlamentului stimati colegi cred ca am ajuns in momentul in care trebuie sa facem legi corecte si nu populiste mentionez de asemenea ca consiliul economic si social a oferit un aviz negativ la fel si consiliul legislativ comisia juridica a senatului a oferit de asemenea un aviz negativ grupul usr va vota impotriva acestui proiect de lege multumesc ,"(269.52, 2262.52)",269.52,2262.52
49,Doamna Alina-Ștefania Gorghiu:,53400,Domnul George Scarlat:,53513, multumesc pentru interventie il rog pe domnul senator scarlat sa ia cuvantul ,"(1226.52, 1226.52)",1226.52,1226.52
50,Domnul George Scarlat:,53513,Doamna Alina-Ștefania Gorghiu:,56231, multumesc doamna presedinta sincer nu as fi intervenit aici dar colegul ma provoaca si nu sunt genul sa dau replici la lucruri neadevarate dar aici chiar e necesar stimate coleg si stimati colegi atat din cadrul usr ului cat si toti cei prezenti in sala initiativa are ca obiect de reglementare asa cum bine ati spus dumneavoastra partial din administrarea academiei de stiinte agricole si silvice sa treaca in administrarea municipalitatii turda pentru a fi folosit de catre liceul agricol turda astazi liceul agricol turda este administrator si proprietar doar pe cladiri iertati ma nu este proprietar proprietar este municipalitatea doar pe cladiri iar terenul de sub cladiri si curtea liceului nu sunt in administrare nu poate sa obtina fonduri europene nu poate sa se dezvolte nu poate depune niciun proiect intrucat nu poate sa faca dovada utilizarii terenului asta are obiect de reglementare cu privire la cercetare v as da dreptate in totalitate cu un singur amendament astazi academia de stiinte agricole si silvice gheorghe ionescu sisesti pe langa cele aproximativ sapte zero de hectare pe care le are in proprietate mai are aproximativ saizeci si patru cinci sute de hectare aproximativ va pot da cifrele exacte daca vreti de la comisie ca intr adevar terenul in cea mai mare parte nu este supus cercetarii este cu totul alta discutie dar sa veniti aici asa cum din nefericire luni ati votat impotriva unui asemanator act legislativ cu privire la pentru ca discutam aici de o lege organica specifica asa cum spuneati dumneavoastra doar prin hotarare de guvern se transmite dreptul de administrare in schimb doar pentru academia de stiinte agricole si silvice este o lege speciala si trebuie actul nu sunt jurist dar trebuie sa fie de cel putin acelasi nivel si de aceea tot ceea ce are referiri de modificari ale anexelor la legea nr patruzeci si cinci se face doar prin lege stimate coleg de aceea v as spune si v as supune atentiei si sa intelegeti inclusiv grupul partidului usr sa analizati oportunitatea si ceea ce legea in fapt doreste transmiterea celor doi doi hectare in administrarea liceului pentru a se dezvolta atata tot nu mai mult nu este vorba de nu stiu ce terenuri ascunse si ceea ce ati spus dumneavoastra aici imi pare rau nu sustin in totalitate ceea ce ati spus dumneavoastra subiectul cercetare este cu totul un alt subiect va multumesc doamna presedinta grupul partidului national liberal va vota si va sustine aceasta initiativa pentru ca vine in sprijinul invatamantului de profil indiferent de ce liceu agricol vorbim multumesc ,"(269.52, 2262.52)",269.52,2262.52
51,Doamna Alina-Ștefania Gorghiu:,56231,Domnul Ion Marcel Vela:,56636, multumesc vad ca mai exista numai o secunda mai exista o interventie si din partea domnului senator marcel vela la microfonul lateral si pe urma domnul senator din partea grupului usr doreste sa intervina dar va reamintesc ca suntem in procedura simplificata si o sa va rog sa concentram interventiile va rog domnule senator ,"(269.52, 2262.52)",269.52,2262.52
52,Domnul Ion Marcel Vela:,56636,Doamna Alina-Ștefania Gorghiu:,57993, doamnelor si domnilor senatori am dorit sa iau cuvantul nu neaparat punctual pentru a contrazice sau pentru a puncta exact pe acest subiect vreau sa explic celor din sala care se opun la un asemenea proiect ca principiu ca intotdeauna un ales local si in acest context cred ca si grupul usr ar trebui sa sustina proiectul pentru ca pana la urma ajutam o comunitate locala accesarea fondurilor europene si reglementam juridic o stare de fapt ce este pe raza unei localitati haideti sa fie al localitatii multumesc ,"(269.52, 2262.52)",269.52,2262.52
53,Doamna Alina-Ștefania Gorghiu:,57993,Domnul Andrei Postică:,58129, il invit pe domnul senator postica sa ia cuvantul acelasi microfon rog staff ul tehnic ,"(30.0, 2336.52)",30.0,2336.52
54,Domnul Andrei Postică:,58129,Doamna Alina-Ștefania Gorghiu:,58408, multumesc doamna presedinte intelegem oportunitatea unui proiect insa nu intelegem incalcarea legilor in vigoare consiliul legislativ a reiterat acest aspect consiliul economic si social la fel atat si comisia juridica a senatului multumesc ,"(267.52, 269.52)",267.52,269.52
55,Doamna Alina-Ștefania Gorghiu:,58408,Domnul Virgil-Marius Bob:,59099, multumesc pentru interventie declar dezbaterile inchise la acest punct proiectul va ramane la vot final punctul sase propunerea legislativa privind integrarea pe piata fortei de munca din romania a cetatenilor straini pentru modificarea si completarea unor acte normative raportul comisiei juridice de numiri disciplina imunitati si validari e de respingere a propunerii legislative propunerea legislativa face parte din categoria legilor organice si se adopta cu votul majoritatii senatorilor senatul este prima camera sesizata il rog pe domnul senator bob sa prezinte raportul din partea comisiei ,"(269.52, 2262.52)",269.52,2262.52
56,Domnul Virgil-Marius Bob:,59099,Doamna Alina-Ștefania Gorghiu:,60121, multumesc raport asupra propunerii legislative privind integrarea pe piata fortei de munca din romania a cetatenilor straini pentru modificarea si completarea unor acte normative propunerea legislativa are ca obiect reglementarea acordarii unor facilitati in ceea ce priveste acordarea cetateniei romane cetatenilor straini ai statelor terte vecine care au contribuit in mod direct semnificativ la stimularea dezvoltarii economice regionale si la diminuarea deficitului inregistrat pe piata fortei de munca facilitarea accesului pe piata muncii din romania al cetatenilor din statele terte vecine consiliul legislativ a avizat favorabil consiliul economic a avizat favorabil comisia de politica externa a transmis aviz negativ iar comisia de munca a trimis avizul negativ in consecinta membrii comisiei juridice care s au intrunit in cincisprezece iunie doua mii douazeci si doi au hotarat cu unanimitate de voturi sa adopte un raport de respingere a propunerii legislative ,"(269.52, 2262.52)",269.52,2262.52
57,Doamna Alina-Ștefania Gorghiu:,60121,Domnul Sorin-Ioan Bumb:,61054, in regula multumesc frumos pentru prezentarea raportului daca exista la dezbateri generale inscrieri la cuvant nu exista domnule bumb la urmatorul da bun inchidem dezbaterile generale asupra acestui punct al ordinii de zi initiativa legislativa ramane la vot final la punctul sapte avem propunerea legislativa solidaritate cu ucraina pentru interzicerea importului si achizitiilor intracomunitare de petrol gaz natural carbune si combustibil nuclear provenind din federatia rusa pe durata agresiunii neprovocate impotriva ucrainei raportul comisiei pentru energie infrastructura energetica si resurse minerale e de respingere a propunerii legislative propunerea face parte din categoria legilor organice si se adopta cu votul majoritatii senatorilor senatul este prima camera sesizata incepem dezbaterile prin prezentarea raportului de domnul senator bumb ,"(269.52, 2262.52)",269.52,2262.52
58,Domnul Sorin-Ioan Bumb:,61054,Doamna Alina-Ștefania Gorghiu:,62126, multumesc doamna presedinte stimati colegi propunerea legislativa solidaritate cu ucraina pentru interzicerea importului si achizitiilor intracomunitare de petrol gaz natural carbune si combustibil nuclear provenind din federatia rusa pe durata agresiunii neprovocate impotriva ucrainei in urma dezbaterilor care au avut loc in sedinta comisiei pentru energie infrastructura energetica si resurse minerale din sapte iunie doua mii douazeci si doi membrii comisiei au analizat propunerea legislativa punctele de vedere exprimate avizele primite si au hotarat cu majoritate de voturi sa adopte raport de respingere consiliul legislativ a avizat favorabil cu observatii si propuneri consiliul economic si social a avizat nefavorabil propunerea legislativa face parte din categoria legilor organice senatul este prima camera sesizata fata de cele prezentate comisia pentru energie infrastructura energetica si resurse minerale supune plenului senatului pentru dezbatere si adoptare raportul de respingere si propunerea legislativa ,"(267.52, 269.52)",267.52,269.52
59,Doamna Alina-Ștefania Gorghiu:,62126,Domnul Cosmin-Marian Poteraş:,62242, il rog pe domnul senator poteras sa ia cuvantul ca initiator va rog ,"(30.0, 2336.52)",30.0,2336.52
60,Domnul Cosmin-Marian Poteraş:,62242,Doamna Alina-Ștefania Gorghiu:,64212, va multumesc doamna presedinta am depus aceasta initiativa legislativa in primul rand pentru a declansa o dezbatere serioasa privind resursele energetice ale romaniei si felul in care statul roman isi poate asigura in timp independenta energetica am vazut cu totii ce se intampla atunci cand un stat hotaraste sa incalce cu buna stiinta tratatele si regulile de drept international si sa invadeze un stat suveran in timp ce restul tarilor alimenteaza cu bani agresorul din nevoia de resurse romania poate si trebuie sa fie altfel trebuie sa investeasca in exploatarea propriilor resurse sa le foloseasca eficient si sustenabil si sa ia masuri ferme pentru a asigura alternative daca totusi importul nu poate fi evitat acest proiect reprezinta un prim pas in directia corecta e practic o declaratie de independenta energetica fata de federatia rusa reprezentand in acelasi timp o masura de solidaritate cu vecinii nostri napastuiti de razboi legea a fost depusa imediat dupa rezolutia parlamentului european in care se recomanda exact ceea ce propunem si noi embargou pe petrol gaze si combustibil nuclear din federatia rusa practic aceasta oportunitate ar fi trebuit sa acest proiect de lege ar fi trebuit sa declanseze o discutie serioasa inclusiv cu ministerele pentru a identifica modalitatea optima de a ne atinge acest obiectiv de independenta energetica ce s a intamplat este faptul ca ministerele au preferat sa respinga cu totul acest proiect in loc sa vina cu un plan cu niste amendamente prin care sa facem niste pasi in directia corecta la nivelul institutiilor europene discutiile au evoluat si s a propus un set de masuri puteam sa ne folosim de acest proiect ca vehicul pentru a incepe si noi implementarea cred ca am ratat aceasta ocazie si problema in continuare ne tine captivi ai unei tari care vrea sa mute granitele europei dupa bunul plac va multumesc ,"(269.52, 2262.52)",269.52,2262.52
61,Doamna Alina-Ștefania Gorghiu:,64212,Domnul Sorin-Ioan Bumb:,64362, multumesc initiatorului pentru sustinerea proiectului il invit la dezbateri generale pe domnul senator sorin bumb ,"(1226.52, 1226.52)",1226.52,1226.52
62,Domnul Sorin-Ioan Bumb:,64362,Doamna Alina-Ștefania Gorghiu:,65703, multumesc doamna presedinte stimati colegi cred ca trebuie sa dam dovada de maturitate si stiti foarte bine ca romania a fost printre primele tari care s au aliat si au acordat sprijin ucrainei insa acest proiect este populist si va spun de ce este un proiect populist noi trebuie sa ne gandim ca sunt foarte multe contracte in derulare saptezeci din titeiul pe care il importam este din kazahstan avem foarte multe probleme pe care nu le putem rezolva peste noapte in mod cert ca incercam sa ne asiguram independenta energetica dar sunt foarte multe probleme care trebuiesc privite cu obiectivitate si la care trebuie sa gasim rezolvari urgente dar nu rezolvari populiste nu prin embargou total asupra resurselor aduse din federatia rusa reusim sa rezolvam peste noapte aceste probleme si nu astfel o sa transmitem lumii intregi ca suntem alaturi de ucraina cred ca demersurile pe care le a facut guvernul romaniei pentru sprijinirea ucrainei au fost evidente si intreg spectrul international a observat acest lucru dar cu partea energetica cred ca trebuie sa fim mult mai chibzuiti sa gasim solutiile cele mai bune si intr adevar trebuie sa ne preocupe independenta energetica dar pentru aceasta trebuie sa gasim rezolvari reale si in timp real multumesc ,"(267.52, 269.52)",267.52,269.52
